"points","day_period_nswprice_nswdemand_vicprice_vicdemand_transfer"
"336","0.7440476190476174"
"384","0.6517857142857129"
"432","0.5505952380952368"
"480","0.49404761904761824"
"528","0.47619047619047516"
"576","0.43452380952380865"
"624","0.404761904761904"
"672","0.4285714285714278"
"720","0.5029761904761897"
"768","0.5714285714285704"
"816","0.5476190476190467"
"864","0.5684523809523799"
"912","0.619047619047618"
"960","0.6577380952380939"
"1008","0.714285714285713"
"1056","0.6845238095238081"
"1104","0.6190476190476178"
"1152","0.6041666666666656"
"1200","0.5714285714285704"
"1248","0.517857142857142"
"1296","0.499999999999999"
"1344","0.4851190476190467"
"1392","0.5238095238095231"
"1440","0.607142857142856"
"1488","0.690476190476189"
"1536","0.7559523809523796"
"1584","0.7827380952380935"
"1632","0.7827380952380933"
"1680","0.7708333333333317"
"1728","0.7202380952380937"
"1776","0.7113095238095223"
"1824","0.7172619047619032"
"1872","0.7202380952380936"
"1920","0.7172619047619032"
"1968","0.7321428571428555"
"2016","0.7559523809523794"
"2064","0.735119047619046"
"2112","0.7321428571428557"
"2160","0.7142857142857129"
"2208","0.702380952380951"
"2256","0.7053571428571414"
"2304","0.6755952380952366"
"2352","0.6369047619047604"
"2400","0.6607142857142843"
"2448","0.6011904761904748"
"2496","0.5476190476190462"
"2544","0.49999999999999895"
"2592","0.5595238095238084"
"2640","0.6011904761904749"
"2688","0.583333333333332"
"2736","0.583333333333332"
"2784","0.595238095238094"
"2832","0.6101190476190465"
"2880","0.6517857142857129"
"2928","0.6517857142857126"
"2976","0.6488095238095225"
"3024","0.6547619047619033"
"3072","0.6607142857142841"
"3120","0.6428571428571414"
"3168","0.6636904761904748"
"3216","0.6934523809523795"
"3264","0.6874999999999984"
"3312","0.6874999999999983"
"3360","0.7083333333333317"
"3408","0.7619047619047603"
"3456","0.8482142857142838"
"3504","0.8303571428571409"
"3552","0.8124999999999983"
"3600","0.7499999999999986"
"3648","0.6964285714285702"
"3696","0.6755952380952367"
"3744","0.651785714285713"
"3792","0.5773809523809514"
"3840","0.5654761904761895"
"3888","0.5535714285714274"
"3936","0.5803571428571417"
"3984","0.5982142857142846"
"4032","0.6160714285714272"
"4080","0.577380952380951"
"4128","0.5982142857142843"
"4176","0.6309523809523795"
"4224","0.6547619047619033"
"4272","0.684523809523808"
"4320","0.7440476190476174"
"4368","0.7499999999999982"
"4416","0.773809523809522"
"4464","0.7946428571428553"
"4512","0.8184523809523788"
"4560","0.8333333333333315"
"4608","0.8303571428571409"
"4656","0.7857142857142838"
"4704","0.8065476190476172"
"4752","0.8154761904761885"
"4800","0.8244047619047599"
"4848","0.8363095238095218"
"4896","0.82440476190476"
"4944","0.7738095238095223"
"4992","0.7499999999999983"
"5040","0.7499999999999982"
"5088","0.7380952380952365"
"5136","0.7410714285714269"
"5184","0.7380952380952365"
"5232","0.7202380952380938"
"5280","0.7589285714285697"
"5328","0.812499999999998"
"5376","0.7916666666666647"
"5424","0.7797619047619029"
"5472","0.7976190476190458"
"5520","0.8035714285714265"
"5568","0.8244047619047599"
"5616","0.8333333333333314"
"5664","0.8035714285714266"
"5712","0.7767857142857125"
"5760","0.7857142857142838"
"5808","0.729166666666665"
"5856","0.6488095238095224"
"5904","0.5714285714285703"
"5952","0.5178571428571419"
"6000","0.49404761904761835"
"6048","0.48809523809523714"
"6096","0.48809523809523714"
"6144","0.5476190476190466"
"6192","0.6249999999999989"
"6240","0.6815476190476177"
"6288","0.7083333333333317"
"6336","0.6815476190476175"
"6384","0.6934523809523796"
"6432","0.6696428571428558"
"6480","0.5714285714285703"
"6528","0.5178571428571419"
"6576","0.47916666666666574"
"6624","0.45833333333333265"
"6672","0.47321428571428475"
"6720","0.5029761904761896"
"6768","0.5178571428571419"
"6816","0.5595238095238085"
"6864","0.5446428571428562"
"6912","0.5148809523809514"
"6960","0.5178571428571419"
"7008","0.5357142857142849"
"7056","0.5535714285714275"
"7104","0.5535714285714276"
"7152","0.5446428571428561"
"7200","0.5267857142857134"
"7248","0.5773809523809516"
"7296","0.5803571428571419"
"7344","0.5446428571428564"
"7392","0.517857142857142"
"7440","0.5446428571428562"
"7488","0.5684523809523799"
"7536","0.5922619047619039"
"7584","0.5982142857142847"
"7632","0.6369047619047608"
"7680","0.6636904761904752"
"7728","0.6666666666666655"
"7776","0.6190476190476177"
"7824","0.6190476190476181"
"7872","0.6041666666666656"
"7920","0.5624999999999991"
"7968","0.49999999999999917"
"8016","0.47916666666666585"
"8064","0.4553571428571422"
"8112","0.4553571428571421"
"8160","0.4553571428571421"
"8208","0.4434523809523803"
"8256","0.4553571428571422"
"8304","0.43749999999999933"
"8352","0.43749999999999933"
"8400","0.41071428571428503"
"8448","0.44642857142857073"
"8496","0.40476190476190405"
"8544","0.42261904761904695"
"8592","0.416666666666666"
"8640","0.4196428571428564"
"8688","0.47023809523809457"
"8736","0.5178571428571422"
"8784","0.5119047619047613"
"8832","0.5386904761904755"
"8880","0.5446428571428563"
"8928","0.5773809523809516"
"8976","0.5952380952380942"
"9024","0.6071428571428563"
"9072","0.619047619047618"
"9120","0.6160714285714275"
"9168","0.607142857142856"
"9216","0.6398809523809513"
"9264","0.6190476190476178"
"9312","0.5892857142857135"
"9360","0.5416666666666659"
"9408","0.5208333333333326"
"9456","0.5386904761904753"
"9504","0.5357142857142849"
"9552","0.5178571428571422"
"9600","0.5357142857142849"
"9648","0.5654761904761896"
"9696","0.5714285714285706"
"9744","0.580357142857142"
"9792","0.5833333333333324"
"9840","0.6190476190476181"
"9888","0.6011904761904753"
"9936","0.6071428571428561"
"9984","0.6220238095238085"
"10032","0.6160714285714275"
"10080","0.6011904761904752"
"10128","0.5505952380952372"
"10176","0.5476190476190466"
"10224","0.5595238095238088"
"10272","0.5565476190476183"
"10320","0.5863095238095228"
"10368","0.6041666666666656"
"10416","0.6190476190476178"
"10464","0.6279761904761892"
"10512","0.56845238095238"
"10560","0.5714285714285705"
"10608","0.5535714285714277"
"10656","0.5029761904761896"
"10704","0.5029761904761896"
"10752","0.535714285714285"
"10800","0.5565476190476182"
"10848","0.6339285714285705"
"10896","0.6785714285714276"
"10944","0.7023809523809512"
"10992","0.7380952380952367"
"11040","0.7678571428571412"
"11088","0.7767857142857129"
"11136","0.8184523809523796"
"11184","0.7976190476190459"
"11232","0.770833333333332"
"11280","0.7619047619047606"
"11328","0.7559523809523798"
"11376","0.7351190476190465"
"11424","0.7172619047619037"
"11472","0.7053571428571416"
"11520","0.7232142857142847"
"11568","0.7023809523809512"
"11616","0.6755952380952371"
"11664","0.636904761904761"
"11712","0.6369047619047609"
"11760","0.604166666666666"
"11808","0.6041666666666659"
"11856","0.5773809523809518"
"11904","0.5595238095238089"
"11952","0.5952380952380945"
"12000","0.6041666666666659"
"12048","0.6041666666666659"
"12096","0.6309523809523799"
"12144","0.5952380952380945"
"12192","0.6041666666666657"
"12240","0.6607142857142848"
"12288","0.598214285714285"
"12336","0.598214285714285"
"12384","0.5833333333333325"
"12432","0.6071428571428564"
"12480","0.6130952380952374"
"12528","0.6041666666666659"
"12576","0.5238095238095233"
"12624","0.5684523809523803"
"12672","0.5952380952380946"
"12720","0.5714285714285707"
"12768","0.5565476190476184"
"12816","0.5267857142857137"
"12864","0.5029761904761899"
"12912","0.5416666666666659"
"12960","0.5327380952380945"
"13008","0.5208333333333326"
"13056","0.5654761904761898"
"13104","0.5505952380952372"
"13152","0.580357142857142"
"13200","0.598214285714285"
"13248","0.592261904761904"
"13296","0.5624999999999992"
"13344","0.5684523809523802"
"13392","0.5565476190476184"
"13440","0.4880952380952377"
"13488","0.47321428571428503"
"13536","0.4672619047619041"
"13584","0.44345238095238043"
"13632","0.4404761904761899"
"13680","0.4553571428571422"
"13728","0.47321428571428503"
"13776","0.4642857142857136"
"13824","0.44642857142857084"
"13872","0.4077380952380948"
"13920","0.44642857142857073"
"13968","0.4940476190476183"
"14016","0.5029761904761898"
"14064","0.5208333333333325"
"14112","0.5446428571428564"
"14160","0.5505952380952372"
"14208","0.6220238095238086"
"14256","0.6160714285714274"
"14304","0.6041666666666659"
"14352","0.5922619047619039"
"14400","0.49999999999999944"
"14448","0.5386904761904755"
"14496","0.5863095238095231"
"14544","0.562499999999999"
"14592","0.5386904761904756"
"14640","0.5773809523809514"
"14688","0.5833333333333325"
"14736","0.6488095238095226"
"14784","0.6547619047619038"
"14832","0.6458333333333323"
"14880","0.6726190476190463"
"14928","0.7232142857142843"
"14976","0.7023809523809513"
"15024","0.6190476190476181"
"15072","0.6011904761904752"
"15120","0.5595238095238085"
"15168","0.5327380952380945"
"15216","0.5089285714285708"
"15264","0.5029761904761898"
"15312","0.5238095238095233"
"15360","0.56845238095238"
"15408","0.5833333333333326"
"15456","0.6428571428571417"
"15504","0.6488095238095226"
"15552","0.6130952380952372"
"15600","0.5624999999999992"
"15648","0.5446428571428562"
"15696","0.5446428571428563"
"15744","0.517857142857142"
"15792","0.5119047619047612"
"15840","0.5386904761904754"
"15888","0.5744047619047611"
"15936","0.6428571428571418"
"15984","0.6101190476190467"
"16032","0.6011904761904752"
"16080","0.5803571428571419"
"16128","0.5446428571428562"
"16176","0.5029761904761896"
"16224","0.49107142857142777"
"16272","0.467261904761904"
"16320","0.47023809523809473"
"16368","0.4702380952380946"
"16416","0.4642857142857136"
"16464","0.4910714285714278"
"16512","0.4880952380952373"
"16560","0.47321428571428514"
"16608","0.4166666666666661"
"16656","0.4374999999999994"
"16704","0.42857142857142794"
"16752","0.4047619047619043"
"16800","0.36011904761904706"
"16848","0.32440476190476153"
"16896","0.32142857142857106"
"16944","0.36607142857142805"
"16992","0.3988095238095234"
"17040","0.41369047619047583"
"17088","0.5208333333333335"
"17136","0.6056547619047619"
"17184","0.7105654761904758"
"17232","0.7875744047619044"
"17280","0.8392857142857139"
"17328","0.8549107142857145"
"17376","0.9389880952380946"
"17472","0.9973958333333325"
"17520","0.9918154761904748"
"17568","0.9813988095238082"
"17616","0.9646577380952375"
"17664","0.9594494047619044"
"17712","0.9244791666666661"
"17760","0.9192708333333327"
"17808","0.8898809523809499"
"17856","0.8869047619047594"
"17904","0.8601190476190451"
"17952","0.8482142857142833"
"18000","0.8333333333333309"
"18048","0.8571428571428548"
"18096","0.8422619047619023"
"18144","0.8422619047619022"
"18192","0.8333333333333309"
"18240","0.8571428571428547"
"18288","0.8630952380952356"
"18336","0.8601190476190451"
"18384","0.866071428571426"
"18432","0.883928571428569"
"18480","0.8809523809523784"
"18528","0.8779761904761879"
"18576","0.883928571428569"
"18624","0.8749999999999976"
"18672","0.8928571428571402"
"18720","0.9017857142857117"
"18768","0.872023809523807"
"18816","0.8630952380952357"
"18864","0.8720238095238072"
"18912","0.8541666666666643"
"18960","0.8303571428571406"
"19008","0.8035714285714264"
"19056","0.7619047619047599"
"19104","0.7499999999999979"
"19152","0.7589285714285694"
"19200","0.7529761904761884"
"19248","0.7410714285714266"
"19296","0.7648809523809504"
"19344","0.7738095238095218"
"19392","0.7827380952380932"
"19440","0.8095238095238074"
"19488","0.8184523809523788"
"19536","0.8065476190476168"
"19584","0.7976190476190455"
"19632","0.7738095238095217"
"19680","0.7529761904761887"
"19728","0.7291666666666647"
"19776","0.7053571428571411"
"19824","0.6845238095238078"
"19872","0.6874999999999982"
"19920","0.711309523809522"
"19968","0.749999999999998"
"20016","0.7648809523809503"
"20064","0.8035714285714264"
"20112","0.8333333333333311"
"20160","0.8601190476190452"
"20208","0.8749999999999978"
"20256","0.8779761904761881"
"20304","0.8511904761904738"
"20352","0.8244047619047595"
"20400","0.8005952380952359"
"20448","0.7976190476190455"
