"attribute_subset","conditioned_value","probability_of_condition","drift","mean","sd","max_value","max_attribute","min_value","min_attribute"
"period_nswdemand_class","period='(-inf-0.202128]'_nswdemand='(-inf-0.276331]'","0.13310527477378062","0.006941813261163728","0.003470906630581864","3.5595774664122295E-18","0.0034709066305818673","class=UP","0.0034709066305818603","class=DOWN"
"period_nswdemand_class","period='(-inf-0.202128]'_nswdemand='(0.481628-0.559135]'","0.010726109026704922","0.055076966530151136","0.027538483265075568","1.591891437214844E-17","0.027538483265075575","class=UP","0.027538483265075547","class=DOWN"
"period_nswdemand_class","period='(0.414894-0.606383]'_nswdemand='(-inf-0.276331]'","0.00428161553740896","0.14689265536723164","0.07344632768361585","3.183782874429688E-17","0.07344632768361586","class=DOWN","0.07344632768361581","class=UP"
"period_nswdemand_class","period='(0.414894-0.606383]'_nswdemand='(0.481628-0.559135]'","0.06927830500993158","0.0537969723621049","0.02689848618105245","0.0","0.02689848618105245","class=UP","0.02689848618105245","class=UP"
"period_nswdemand_class","period='(0.819149-inf)'_nswdemand='(-inf-0.276331]'","0.005981019642463032","0.2773504273504273","0.13867521367521365","2.013601091727134E-17","0.13867521367521368","class=DOWN","0.13867521367521365","class=UP"
"period_nswdemand_class","period='(0.819149-inf)'_nswdemand='(0.481628-0.559135]'","0.03043478260869565","0.0675445423757336","0.033772271187866784","1.4238309865648918E-17","0.0337722711878668","class=UP","0.0337722711878668","class=UP"
"period_nswdemand_class","period='(0.202128-0.414894]'_nswdemand='(0.276331-0.397129]'","0.04197748841315384","0.08827067669172929","0.04413533834586467","2.5668478148270983E-17","0.044135338345864666","class=UP","0.04413533834586464","class=DOWN"
"period_nswdemand_class","period='(0.202128-0.414894]'_nswdemand='(0.559135-inf)'","0.04319134848819245","0.025018755707690993","0.012509377853845496","1.4238309865648918E-17","0.01250937785384551","class=DOWN","0.012509377853845483","class=UP"
"period_nswdemand_class","period='(0.606383-0.819149]'_nswdemand='(0.276331-0.397129]'","0.03363495917016112","0.08812403100775192","0.044062015503875986","2.5668478148270983E-17","0.04406201550387598","class=UP","0.04406201550387595","class=DOWN"
"period_nswdemand_class","period='(0.606383-0.819149]'_nswdemand='(0.559135-inf)'","0.06435665416022952","0.0577137361403568","0.0288568680701784","0.0","0.0288568680701784","class=UP","0.0288568680701784","class=UP"
"period_nswdemand_class","period='(-inf-0.202128]'_nswdemand='(0.397129-0.481628]'","0.01829618185830942","0.24226762120947556","0.1211338106047378","2.013601091727134E-17","0.1211338106047378","class=DOWN","0.12113381060473777","class=UP"
"period_nswdemand_class","period='(0.414894-0.606383]'_nswdemand='(0.397129-0.481628]'","0.02975060693003751","0.12365534324133051","0.06182767162066525","1.591891437214844E-17","0.06182767162066527","class=DOWN","0.06182767162066524","class=UP"
"period_nswdemand_class","period='(0.819149-inf)'_nswdemand='(0.397129-0.481628]'","0.06479805782387994","0.001770744366722421","8.853721833612105E-4","0.0","8.853721833612105E-4","class=UP","8.853721833612105E-4","class=UP"
"period_nswdemand_class","period='(0.202128-0.414894]'_nswdemand='(-inf-0.276331]'","0.048245420436989636","0.21074982361691696","0.10537491180845851","2.251274460334831E-17","0.1053749118084585","class=UP","0.10537491180845848","class=DOWN"
"period_nswdemand_class","period='(0.202128-0.414894]'_nswdemand='(0.481628-0.559135]'","0.03875524166850585","5.578117098753443E-4","2.7890585493767217E-4","0.0","2.7890585493767217E-4","class=UP","2.7890585493767217E-4","class=UP"
"period_nswdemand_class","period='(0.606383-0.819149]'_nswdemand='(-inf-0.276331]'","0.008430809975722797","0.07502391200382597","0.037511956001913","1.4238309865648918E-17","0.03751195600191298","class=UP","0.03751195600191298","class=UP"
"period_nswdemand_class","period='(0.606383-0.819149]'_nswdemand='(0.481628-0.559135]'","0.05096005296843964","0.08016468751407425","0.04008234375703713","1.591891437214844E-17","0.04008234375703715","class=UP","0.04008234375703712","class=DOWN"
"period_nswdemand_class","period='(-inf-0.202128]'_nswdemand='(0.276331-0.397129]'","0.04279408519090709","0.11929461684637466","0.05964730842318735","2.1357464798473378E-17","0.05964730842318733","class=UP","0.05964730842318733","class=UP"
