"attribute_subset","conditioned_value","probability_of_condition","drift","mean","sd","max_value","max_attribute","min_value","min_attribute"
"nswdemand_class","nswdemand='(-inf-0.276331]'","0.20004414036636503","0.06859395045408635","0.03429697522704319","1.591891437214844E-17","0.0342969752270432","class=UP","0.03429697522704317","class=DOWN"
"nswdemand_class","nswdemand='(0.481628-0.559135]'","0.20015449128227764","0.008390388506921503","0.004195194253460752","1.4238309865648918E-17","0.004195194253460766","class=UP","0.004195194253460738","class=DOWN"
"nswdemand_class","nswdemand='(0.397129-0.481628]'","0.19997792981681747","0.029080799163901695","0.014540399581950848","1.4676513876586125E-17","0.014540399581950858","class=DOWN","0.01454039958195083","class=UP"
"nswdemand_class","nswdemand='(0.276331-0.397129]'","0.19991171926726992","0.0033657681451930432","0.0016828840725965216","1.4238309865648918E-17","0.0016828840725965355","class=DOWN","0.0016828840725965077","class=UP"
"nswdemand_class","nswdemand='(0.559135-inf)'","0.19991171926726992","0.021532167811200348","0.010766083905600174","1.4238309865648918E-17","0.010766083905600188","class=UP","0.01076608390560016","class=DOWN"
"day_class","day=1","0.14195541822997135","0.0693407960199005","0.03467039800995024","1.4238309865648918E-17","0.034670398009950254","class=UP","0.034670398009950226","class=DOWN"
"day_class","day=5","0.1430147870227323","0.00781021363769388","0.00390510681884694","1.4238309865648918E-17","0.003905106818846954","class=UP","0.0039051068188469262","class=DOWN"
"day_class","day=2","0.14299271683954975","0.045534566670173506","0.022767283335086756","1.591891437214844E-17","0.022767283335086763","class=DOWN","0.022767283335086735","class=UP"
"day_class","day=6","0.1430147870227323","0.039490049751243796","0.019745024875621898","1.4676513876586125E-17","0.019745024875621908","class=DOWN","0.01974502487562188","class=UP"
"day_class","day=3","0.1430147870227323","0.01661728124085457","0.008308640620427285","1.4238309865648918E-17","0.008308640620427299","class=DOWN","0.008308640620427271","class=UP"
"day_class","day=7","0.14299271683954975","0.010970469442551228","0.005485234721275614","1.4238309865648918E-17","0.005485234721275628","class=UP","0.0054852347212756","class=DOWN"
"day_class","day=4","0.1430147870227323","0.025090539947322216","0.012545269973661108","1.4238309865648918E-17","0.012545269973661122","class=DOWN","0.012545269973661094","class=UP"
"period_class","period='(-inf-0.202128]'","0.20832045905981017","0.035348896096199685","0.017674448048099842","2.165206443638618E-17","0.017674448048099867","class=DOWN","0.017674448048099825","class=UP"
"period_class","period='(0.202128-0.414894]'","0.20834252924299274","0.0396186440677966","0.0198093220338983","1.4676513876586125E-17","0.01980932203389832","class=UP","0.01980932203389829","class=DOWN"
"period_class","period='(0.414894-0.606383]'","0.18750827631869346","0.043549905838041414","0.021774952919020707","0.0","0.021774952919020707","class=UP","0.021774952919020707","class=UP"
"period_class","period='(0.606383-0.819149]'","0.20834252924299274","0.06144067796610174","0.030720338983050866","1.4676513876586125E-17","0.030720338983050877","class=UP","0.03072033898305085","class=DOWN"
"period_class","period='(0.819149-inf)'","0.18748620613551092","0.0232153459825635","0.01160767299128175","1.4238309865648918E-17","0.011607672991281764","class=UP","0.011607672991281737","class=DOWN"
"nswprice_class","nswprice='(-inf-0.03223]'","0.19986757890090484","0.1557836327463554","0.0778918163731777","2.251274460334831E-17","0.07789181637317773","class=UP","0.07789181637317771","class=DOWN"
"nswprice_class","nswprice='(0.077804-inf)'","0.20068417567865815","0.02247640078953005","0.011238200394765025","7.338256938293063E-18","0.01123820039476503","class=UP","0.011238200394765016","class=DOWN"
"nswprice_class","nswprice='(0.056848-0.077804]'","0.1996910174354447","0.09310350627024956","0.0465517531351248","2.013601091727134E-17","0.0465517531351248","class=DOWN","0.046551753135124774","class=UP"
"nswprice_class","nswprice='(0.043518-0.056848]'","0.20026484219819024","0.21442418913050026","0.10721209456525016","4.027202183454268E-17","0.10721209456525016","class=DOWN","0.1072120945652501","class=UP"
"nswprice_class","nswprice='(0.03223-0.043518]'","0.19949238578680203","0.2642252851570106","0.1321126425785053","2.013601091727134E-17","0.1321126425785053","class=DOWN","0.13211264257850527","class=UP"
"transfer_class","transfer='(-inf-0.414693]'","0.1434120503200176","0.08149770516410239","0.040748852582051194","1.591891437214844E-17","0.040748852582051215","class=DOWN","0.04074885258205119","class=UP"
"transfer_class","transfer='(0.551974-0.6875]'","0.1570734937099978","0.08006423085324312","0.04003211542662156","1.591891437214844E-17","0.04003211542662158","class=UP","0.04003211542662155","class=DOWN"
"transfer_class","transfer='(0.6875-inf)'","0.15678658132862505","0.10829769291222727","0.05414884645611362","2.013601091727134E-17","0.05414884645611365","class=UP","0.05414884645611362","class=DOWN"
"transfer_class","transfer='(0.415132-0.551974]'","0.1569631427940852","0.03059313041055909","0.015296565205279545","1.4676513876586125E-17","0.015296565205279555","class=DOWN","0.015296565205279528","class=UP"
"transfer_class","transfer='(0.414693-0.415132]'","0.38576473184727433","0.2924734190044557","0.1462367095022278","4.027202183454268E-17","0.14623670950222786","class=DOWN","0.1462367095022278","class=UP"
