"points","day","period","nswprice","nswdemand","vicprice","vicdemand","transfer"
"336","0.0","0.0","0.5744047619047619","0.1517857142857143","0.0","0.0","0.0"
"384","0.0","0.0","0.4583333333333333","0.14583333333333331","0.0","0.0","0.0"
"432","0.0","0.0","0.31547619047619047","0.14583333333333334","0.0","0.0","0.0"
"480","0.0","0.0","0.15178571428571425","0.0773809523809524","0.0","0.0","0.0"
"528","0.0","0.0","0.05952380952380947","0.06845238095238096","0.0","0.0","0.0"
"576","0.0","0.0","0.05952380952380953","0.06249999999999998","0.0","0.0","0.0"
"624","0.0","0.0","0.08630952380952382","0.06249999999999999","0.0","0.0","0.0"
"672","0.0","0.0","0.08035714285714285","0.08333333333333334","0.0","0.0","0.0"
"720","0.0","0.0","0.12797619047619047","0.0863095238095238","0.0","0.0","0.0"
"768","0.0","0.0","0.2232142857142857","0.07142857142857145","0.0","0.0","0.0"
"816","0.0","0.0","0.17857142857142855","0.050595238095238096","0.0","0.0","0.0"
"864","0.0","0.0","0.18154761904761904","0.050595238095238096","0.0","0.0","0.0"
"912","0.0","0.0","0.29761904761904767","0.04464285714285714","0.0","0.0","0.0"
"960","0.0","0.0","0.43154761904761907","0.04464285714285714","0.0","0.0","0.0"
"1008","0.0","0.0","0.5863095238095237","0.02083333333333333","0.0","0.0","0.0"
"1056","0.0","0.0","0.5178571428571428","0.05357142857142859","0.0","0.0","0.0"
"1104","0.0","0.0","0.4345238095238096","0.06547619047619048","0.0","0.0","0.0"
"1152","0.0","0.0","0.43154761904761907","0.0654761904761905","0.0","0.0","0.0"
"1200","0.0","0.0","0.39880952380952384","0.06845238095238095","0.0","0.0","0.0"
"1248","0.0","0.0","0.29166666666666663","0.07738095238095238","0.0","0.0","0.0"
"1296","0.0","0.0","0.21130952380952378","0.06845238095238095","0.0","0.0","0.0"
"1344","0.0","0.0","0.14583333333333331","0.035714285714285726","0.0","0.0","0.0"
"1392","0.0","0.0","0.1994047619047619","0.08333333333333334","0.0","0.0","0.0"
"1440","0.0","0.0","0.33333333333333337","0.1517857142857143","0.0","0.0","0.0"
"1488","0.0","0.0","0.47023809523809523","0.19345238095238093","0.0","0.0","0.0"
"1536","0.0","0.0","0.5714285714285714","0.21428571428571425","0.0","0.0","0.0"
"1584","0.0","0.0","0.5922619047619048","0.21726190476190477","0.0","0.0","0.0"
"1632","0.0","0.0","0.6398809523809523","0.2113095238095238","0.0","0.0","0.0"
"1680","0.0","0.0","0.5535714285714286","0.2589285714285714","0.0","0.0","0.0"
"1728","0.0","0.0","0.5297619047619048","0.17857142857142858","0.0","0.0","0.0"
"1776","0.0","0.0","0.3601190476190476","0.13095238095238093","0.0","0.0","0.0"
"1824","0.0","0.0","0.35119047619047616","0.11309523809523808","0.0","0.0","0.0"
"1872","0.0","0.0","0.2916666666666667","0.16071428571428575","0.0","0.0","0.0"
"1920","0.0","0.0","0.3214285714285714","0.14583333333333337","0.0","0.0","0.0"
"1968","0.0","0.0","0.42261904761904767","0.1220238095238095","0.0","0.0","0.0"
"2016","0.0","0.0","0.4940476190476191","0.17857142857142855","0.0","0.0","0.0"
"2064","0.0","0.0","0.5625","0.11904761904761904","0.0","0.0","0.0"
"2112","0.0","0.0","0.3303571428571429","0.06845238095238093","0.0","0.0","0.0"
